Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,-0.125929,1.546242,2.684037,35.461686499657084,8.911084059253776,9.309725678215463,-0.308629,-0.049111,-0.053484,-0.948407,0.989455,0.131764,-0.060142,-0.071135,0.803776,0.590665,-0.108916,1.353391,2.950827,-35.97303218574247,2.184608320141454,-7.593125590396379,-0.30926,-0.002351,-0.057093,0.949259,0.99347,-0.106937,0.039777,0.109846,0.802197,-0.586868,0.001158,1.354319,2.941594,-41.49895389229571,10.491037767265006,10.431656343677284,-0.343566,0.117212,0.116911,0.924422,0.945186,0.135611,-0.29704,-0.29669,0.736588,-0.607793
0.041,-0.125328,1.546377,2.684982,35.36885406679133,9.246303035614321,9.460161748069282,-0.308087,-0.051563,-0.053908,-0.948429,0.988871,0.134027,-0.064591,-0.070483,0.804352,0.589957,-0.107845,1.352505,2.95116,-36.050796890680914,2.7118940334749078,-8.626585392503118,-0.310168,-0.000828,-0.064197,0.948511,0.991756,-0.121269,0.041394,0.122296,0.799349,-0.58829,0.001094,1.354109,2.942467,-41.30417453948459,10.27105922929131,10.56134792164423,-0.342077,0.115734,0.117211,0.925122,0.945735,0.137688,-0.294326,-0.296048,0.738489,-0.605796
0.099,-0.124773,1.546334,2.685931,35.42172890323239,9.613592523211976,9.66720397036761,-0.308792,-0.053997,-0.054585,-0.948026,0.98821,0.136844,-0.068669,-0.070149,0.803336,0.59138,-0.106732,1.351908,2.951016,-36.21792014518295,3.4570036320371766,-9.326552144808904,-0.311986,0.003316,-0.067893,0.947652,0.990759,-0.130748,0.036078,0.126609,0.79611,-0.591759,0.001976,1.35407,2.943209,-41.27266306998056,10.654633779884197,9.952624646280292,-0.342053,0.117,0.113426,0.925443,0.946891,0.129898,-0.29415,-0.28998,0.740268,-0.60656
0.103,-0.124636,1.546353,2.68611,35.43635034259702,9.687297358805964,9.712916125255012,-0.308969,-0.05447,-0.054751,-0.947931,0.988071,0.13746,-0.069436,-0.070141,0.803081,0.591727,-0.106712,1.351919,2.950977,-36.25294636251874,3.4594250890477984,-9.341434980675308,-0.312277,0.003269,-0.067993,0.947549,0.990733,-0.130895,0.036271,0.126812,0.795721,-0.59224,0.00202,1.354071,2.943249,-41.272899791721095,10.679889578871542,9.964324056389346,-0.342018,0.117239,0.113596,0.925405,0.946702,0.130048,-0.294691,-0.29044,0.740239,-0.606375
0.104,-0.124456,1.546387,2.68628,35.41728771707132,9.746625095674283,9.756107589286152,-0.308861,-0.054862,-0.054966,-0.947931,0.987938,0.138097,-0.070056,-0.070319,0.803167,0.591589,-0.106609,1.351939,2.950923,-36.33194884171969,3.439042701331782,-9.372824473633464,-0.312918,0.002955,-0.068271,0.947319,0.990661,-0.131199,0.037128,0.1275,0.794843,-0.593269,0.002044,1.354074,2.943387,-41.27362817946142,10.707100364612497,9.98975725313321,-0.341971,0.117535,0.113883,0.92535,0.946432,0.130376,-0.295411,-0.29115,0.740173,-0.606115
0.113,-0.124335,1.546413,2.686457,35.4226491796746,9.812544865306627,9.79777442232502,-0.308957,-0.05529,-0.055128,-0.947866,0.987808,0.138673,-0.07075,-0.070344,0.803013,0.591796,-0.106554,1.35197,2.950837,-36.46152269964964,3.3686561835525843,-9.530523592384526,-0.313948,0.001843,-0.069706,0.946876,0.990275,-0.133163,0.040278,0.130848,0.793155,-0.594797,0.002163,1.354085,2.94353,-41.27893850124901,10.750490110019825,9.988873063133244,-0.341972,0.117885,0.114008,0.92529,0.946211,0.130355,-0.29613,-0.291607,0.740115,-0.605966
0.124,-0.1242,1.546422,2.686596,35.41649454238405,9.874990186713962,9.823839268385676,-0.308949,-0.055742,-0.055181,-0.947839,0.987696,0.139049,-0.071572,-0.070163,0.803011,0.59182,-0.106746,1.352079,2.950824,-36.589982557657805,3.3179465612282493,-9.80427062057857,-0.314979,0.000573,-0.072046,0.94636,0.989618,-0.136724,0.044302,0.136002,0.791195,-0.59625,0.002335,1.354101,2.943665,-41.28348025723717,10.818885458104589,9.912798378866288,-0.342019,0.118212,0.1136,0.92528,0.946242,0.129362,-0.296465,-0.291085,0.740236,-0.60607
0.135,-0.124068,1.546396,2.68673,35.426707117432,9.91948716596544,9.847733254252462,-0.309066,-0.056036,-0.055249,-0.947779,0.987615,0.139365,-0.072069,-0.070089,0.802852,0.592045,-0.106716,1.35211,2.950719,-36.71497289029558,3.2704230300372794,-10.027060031406654,-0.315979,-0.000532,-0.073957,0.945879,0.98906,-0.139572,0.047744,0.140244,0.789375,-0.597678,0.002502,1.354116,2.943774,-41.28204069760342,10.894326985715066,9.753099454115585,-0.342098,0.118344,0.112535,0.925365,0.946661,0.127302,-0.296018,-0.289242,0.74061,-0.606495
0.146,-0.123974,1.546387,2.686849,35.445285756431105,9.970540370378838,9.858770445708704,-0.309249,-0.056411,-0.055185,-0.947701,0.987545,0.139487,-0.072789,-0.069707,0.80264,0.592377,-0.106764,1.35213,2.950696,-36.84576298304429,3.2267785422319095,-10.161894219415878,-0.317027,-0.00137,-0.075128,0.945435,0.988708,-0.141189,0.050226,0.142926,0.7877,-0.59925,0.002757,1.354095,2.943963,-41.250963862842134,11.00694763007474,9.488623814418506,-0.342009,0.118452,0.110719,0.925603,0.947421,0.12394,-0.295012,-0.285986,0.741543,-0.606899
0.157,-0.123897,1.546386,2.686973,35.4606136337997,10.008182109270756,9.862417147841965,-0.309395,-0.056698,-0.055099,-0.947641,0.987499,0.139513,-0.073364,-0.069345,0.802477,0.592639,-0.106819,1.352211,2.950669,-36.958363836089646,3.177037588987221,-10.199562835955794,-0.317921,-0.001976,-0.075523,0.945102,0.988585,-0.141497,0.051755,0.14401,0.786445,-0.600638,0.003076,1.354135,2.944108,-41.205577107038415,11.162835571986406,9.147515850066194,-0.341844,0.118677,0.108404,0.925909,0.948329,0.119606,-0.293882,-0.281881,0.742783,-0.607303
0.168,-0.123805,1.546364,2.687072,35.48156934849366,10.051162977522972,9.873782307869973,-0.309594,-0.057003,-0.055057,-0.947561,0.987439,0.139634,-0.073936,-0.069044,0.802241,0.592994,-0.106808,1.352191,2.950564,-37.03052439436103,3.138406784787992,-10.197718423849395,-0.31849,-0.002348,-0.075581,0.944906,0.988564,-0.141338,0.052581,0.144329,0.785704,-0.60153,0.003384,1.354158,2.944219,-41.167565282762446,11.314407942997043,8.848444893726802,-0.341703,0.118997,0.106418,0.92615,0.94903,0.115795,-0.293145,-0.278441,0.743829,-0.607609
0.179,-0.123759,1.546352,2.687181,35.485292358782765,10.080544259651424,9.884663001678225,-0.309644,-0.057213,-0.055064,-0.947531,0.987389,0.139781,-0.074323,-0.068918,0.802177,0.593096,-0.106755,1.352196,2.950504,-37.10470635231404,3.109925209227658,-10.228982220852782,-0.319081,-0.00273,-0.075883,0.944681,0.988469,-0.141629,0.053583,0.145113,0.784859,-0.602445,0.003666,1.354107,2.944307,-41.10536763853215,11.472059732872921,8.551551586449861,-0.341361,0.119367,0.104452,0.926452,0.949683,0.112045,-0.292487,-0.275034,0.745124,-0.607574
0.190,-0.123653,1.546328,2.687233,35.48506523801654,10.11347503166108,9.89890773289295,-0.309665,-0.057447,-0.055093,-0.947508,0.987329,0.139981,-0.074743,-0.068824,0.802144,0.593151,-0.106762,1.352157,2.950504,-37.12378084750287,3.1077697101080854,-10.283090934408902,-0.319235,-0.002914,-0.076326,0.944592,0.988332,-0.142334,0.054238,0.146056,0.784526,-0.60265,0.003995,1.354021,2.944375,-41.034801304613715,11.603736037201985,8.349584713233277,-0.340879,0.11981,0.103169,0.926717,0.950003,0.109535,-0.292397,-0.272898,0.746316,-0.607074
0.202,-0.123579,1.546305,2.687389,35.47908189336233,10.145475135508754,9.921969283793738,-0.309643,-0.057655,-0.055203,-0.947497,0.987257,0.140315,-0.075069,-0.068905,0.802148,0.593137,-0.106729,1.352088,2.950613,-37.12088868031137,3.1401622402912435,-10.364351123329818,-0.319231,-0.002871,-0.076907,0.944547,0.988154,-0.143451,0.054525,0.147117,0.784354,-0.602616,0.004137,1.353958,2.944402,-40.98828300834355,11.684965147721588,8.211698038736744,-0.340572,0.120044,0.102267,0.926899,0.950262,0.107815,-0.292195,-0.271349,0.747104,-0.606799
0.212,-0.123478,1.546307,2.687454,35.4788122022377,10.173062741513881,9.935792527843551,-0.309661,-0.057846,-0.055243,-0.947477,0.987204,0.140509,-0.075402,-0.068858,0.802117,0.593184,-0.10666,1.352033,2.950664,-37.09868116290766,3.1653046466535892,-10.411229517425342,-0.319064,-0.002776,-0.077234,0.944577,0.988054,-0.144136,0.054529,0.147678,0.784466,-0.602332,0.004284,1.353885,2.94447,-40.950671457628374,11.75494059277238,8.087500912369734,-0.340334,0.120231,0.101447,0.927052,0.950506,0.106256,-0.291973,-0.269931,0.747763,-0.60662
0.223,-0.12342,1.54628,2.68757,35.47528478293143,10.1859394264861,9.929796406722565,-0.309635,-0.057972,-0.055162,-0.947482,0.987193,0.14043,-0.075695,-0.068629,0.802167,0.593143,-0.10663,1.351944,2.950765,-37.090734248431524,3.164072931531926,-10.39701056703589,-0.318998,-0.00274,-0.077124,0.944608,0.988089,-0.143955,0.054382,0.147452,0.784585,-0.602233,0.004452,1.353917,2.944483,-40.92487356062467,11.794351200124535,7.967862633321298,-0.340215,0.120188,0.10058,0.927196,0.950877,0.104736,-0.291314,-0.268295,0.748275,-0.606715
0.234,-0.123318,1.546235,2.687673,35.47995840007685,10.208393867093614,9.933205402728927,-0.309686,-0.058144,-0.055125,-0.947457,0.987161,0.140469,-0.076036,-0.068443,0.802112,0.593239,-0.106606,1.351899,2.950858,-37.059336572410096,3.144784571376487,-10.301343656455433,-0.318729,-0.002607,-0.076404,0.944758,0.988311,-0.142704,0.05363,0.146027,0.785148,-0.601846,0.004624,1.353922,2.944553,-40.90980374751019,11.840902554250347,7.81898031341806,-0.340208,0.120119,0.099504,0.927324,0.951341,0.102814,-0.290482,-0.266275,0.748715,-0.607062
0.246,-0.123261,1.546204,2.687728,35.49881101562005,10.215456450844208,9.920421770408742,-0.309838,-0.058219,-0.054982,-0.947411,0.987175,0.140259,-0.076243,-0.068105,0.801955,0.59349,-0.106553,1.351875,2.951046,-37.00182857457512,3.097720574946267,-10.182503204365698,-0.318227,-0.002618,-0.075582,0.944993,0.988561,-0.141183,0.053053,0.144515,0.786038,-0.601048,0.004801,1.353871,2.944529,-40.894598058072525,11.858073608073843,7.69624523247872,-0.340198,0.11989,0.098552,0.927459,0.951828,0.101233,-0.289439,-0.264378,0.749106,-0.607409
0.257,-0.123172,1.546191,2.687753,35.52248198374151,10.211721776747265,9.887008497881965,-0.310014,-0.058256,-0.054693,-0.947368,0.98723,0.139748,-0.076469,-0.067508,0.801801,0.593766,-0.106492,1.351852,2.951231,-36.92391291950727,3.0967834865088895,-10.181882099433086,-0.317585,-0.002561,-0.075616,0.945207,0.988551,-0.141318,0.052869,0.144571,0.786845,-0.599979,0.005029,1.353929,2.944501,-40.870236167535985,11.91206967221061,7.519877692501116,-0.340138,0.119798,0.097269,0.927628,0.952374,0.098964,-0.288426,-0.261955,0.74969,-0.607737
0.268,-0.123134,1.546196,2.687794,35.53879491158834,10.211432108020277,9.857490353493434,-0.310133,-0.058318,-0.054434,-0.94734,0.987272,0.139307,-0.07673,-0.066962,0.801709,0.593951,-0.106418,1.351746,2.95132,-36.88204049895355,3.1126201018860225,-10.292231441328248,-0.317248,-0.002702,-0.076502,0.945248,0.98828,-0.142913,0.053649,0.146342,0.787003,-0.599342,0.005234,1.353916,2.944581,-40.8235357644998,12.042602069180713,7.270778864080596,-0.339909,0.120106,0.095609,0.927845,0.952867,0.095771,-0.287875,-0.259071,0.750641,-0.6078
0.279,-0.123022,1.546208,2.687778,35.54284343817005,10.19846036363276,9.823839215318477,-0.310143,-0.058298,-0.054187,-0.947352,0.98733,0.13883,-0.076845,-0.066508,0.801751,0.593947,-0.10623,1.351766,2.951291,-36.93931778410743,3.1853921524529145,-10.574015323531626,-0.317762,-0.00293,-0.078597,0.944903,0.987628,-0.146672,0.055487,0.150396,0.785699,-0.600049,0.005593,1.353945,2.94465,-40.71707247866261,12.272675812564218,6.919536487917173,-0.339222,0.120909,0.093374,0.928219,0.953325,0.091314,-0.287809,-0.255374,0.75242,-0.607165
0.290,-0.122959,1.546221,2.68777,35.541878357538494,10.174289868465943,9.779163524818392,-0.310101,-0.05822,-0.053884,-0.947388,0.987414,0.138207,-0.076895,-0.06599,0.801868,0.593846,-0.106019,1.351819,2.951139,-37.1004242656278,3.279468709081547,-10.912326084607072,-0.319144,-0.003232,-0.081045,0.944229,0.986842,-0.150988,0.057834,0.155114,0.783158,-0.602166,0.006016,1.35389,2.944719,-40.59966261989518,12.534736366618883,6.515184593370069,-0.338484,0.121819,0.09079,0.928626,0.953835,0.086153,-0.28771,-0.251088,0.754372,-0.60653
0.301,-0.122877,1.546299,2.687801,35.52700368452652,10.165860201267428,9.765968583337024,-0.309968,-0.0582,-0.053812,-0.947437,0.987434,0.138046,-0.076922,-0.065886,0.802049,0.593614,-0.105993,1.351925,2.951123,-37.22115250495309,3.342792527443905,-11.111720516850855,-0.320176,-0.003372,-0.08245,0.943757,0.986381,-0.153466,0.059161,0.157785,0.781378,-0.603782,0.006378,1.353888,2.944717,-40.50704023591738,12.760847717708552,6.1747390047801565,-0.337916,0.122636,0.08863,0.928934,0.95421,0.081781,-0.287741,-0.247544,0.755915,-0.606064
0.312,-0.122872,1.546405,2.687835,35.50112857406489,10.16397328717624,9.7654935175527,-0.309754,-0.05821,-0.053838,-0.947505,0.987426,0.138085,-0.076956,-0.065961,0.802308,0.593255,-0.105804,1.352094,2.950989,-37.38832637450968,3.444526656532277,-11.337663440471223,-0.321617,-0.003316,-0.083939,0.943136,0.985887,-0.156199,0.060248,0.160465,0.779034,-0.6061,0.006819,1.353817,2.944816,-40.39716851000978,13.014517859482465,5.857680016878081,-0.337168,0.123749,0.086723,0.929238,0.954331,0.077725,-0.288465,-0.244621,0.757594,-0.605155
0.324,-0.122834,1.546503,2.687895,35.473789963019904,10.161712203615375,9.75178904466746,-0.309521,-0.058254,-0.053757,-0.947583,0.987433,0.13794,-0.077124,-0.065817,0.802614,0.592857,-0.10577,1.352207,2.950937,-37.515666666601554,3.53561531350692,-11.510171100182992,-0.322725,-0.003167,-0.085035,0.94266,0.985518,-0.158275,0.060856,0.162363,0.777235,-0.607902,0.007154,1.353725,2.944823,-40.318957300906725,13.18700440814328,5.699988117242195,-0.336572,0.124679,0.08589,0.929407,0.954156,0.075727,-0.289571,-0.243581,0.758684,-0.604208
0.334,-0.122765,1.546589,2.687883,35.44037272130897,10.15469565395028,9.734500073226942,-0.309234,-0.058274,-0.053665,-0.947681,0.987448,0.137756,-0.07726,-0.065675,0.802989,0.592364,-0.105652,1.352301,2.95077,-37.62308413167799,3.632072611487181,-11.594437587952658,-0.323676,-0.00271,-0.085398,0.942302,0.9854,-0.159187,0.06039,0.162696,0.775882,-0.609538,0.007416,1.353647,2.944896,-40.25171142110024,13.33283809254732,5.592936921980901,-0.336032,0.125544,0.085396,0.929531,0.953892,0.074382,-0.290786,-0.24313,0.75958,-0.603263
0.346,-0.122733,1.546711,2.687932,35.420103664581795,10.157665154491177,9.723936735579372,-0.309063,-0.058346,-0.053589,-0.947736,0.987448,0.137642,-0.077469,-0.065511,0.803216,0.592074,-0.105634,1.352356,2.950658,-37.69320893521478,3.726398317549257,-11.636409340110259,-0.324321,-0.002118,-0.085438,0.942079,0.985392,-0.159605,0.059409,0.162352,0.775033,-0.61071,0.00765,1.353561,2.944891,-40.2409237007786,13.35751788048671,5.612822316240893,-0.335904,0.125802,0.085621,0.929522,0.953686,0.074659,-0.291393,-0.243689,0.759675,-0.602918
0.357,-0.122636,1.54683,2.687895,35.36527414834003,10.152218934191499,9.698045893282025,-0.308596,-0.058422,-0.053442,-0.947892,0.987462,0.137373,-0.077772,-0.065257,0.803825,0.591275,-0.105565,1.352425,2.950623,-37.717935735565476,3.8012952781702705,-11.663153827982613,-0.324579,-0.001601,-0.085432,0.941991,0.985398,-0.159912,0.058475,0.161991,0.774699,-0.611228,0.007903,1.353526,2.944909,-40.23362062755357,13.434180345110038,5.4986872027331435,-0.335913,0.126089,0.084914,0.929545,0.953782,0.073152,-0.291459,-0.242572,0.759904,-0.603079
0.368,-0.122607,1.547009,2.687935,35.30859412258555,10.148001747914597,9.675741598851362,-0.308116,-0.0585,-0.053323,-0.94805,0.987469,0.137154,-0.078062,-0.065056,0.804442,0.590458,-0.105636,1.352469,2.950462,-37.728064819225,3.8093683228892243,-11.596066814295668,-0.324669,-0.001354,-0.084852,0.942013,0.985597,-0.158983,0.057648,0.160742,0.774781,-0.611455,0.008001,1.353536,2.944868,-40.30252816482746,13.398547282631405,5.496414016231951,-0.336503,0.125796,0.084847,0.929377,0.953953,0.073049,-0.290926,-0.242371,0.759133,-0.60413
0.379,-0.122531,1.547226,2.687939,35.221117383759605,10.138623797344454,9.647742660947367,-0.307377,-0.058579,-0.0532,-0.948292,0.987477,0.13691,-0.078394,-0.064887,0.805378,0.5892,-0.10568,1.352577,2.950387,-37.73622869917619,3.791573729667158,-11.490253774101502,-0.324724,-0.001208,-0.084028,0.942068,0.985876,-0.157535,0.056848,0.159104,0.774988,-0.611621,0.008179,1.353479,2.944849,-40.33030510506404,13.399872823382504,5.508684044962915,-0.336715,0.125844,0.084973,0.929283,0.953886,0.07318,-0.291113,-0.242675,0.758806,-0.604419
0.390,-0.122492,1.547528,2.688004,35.10192383931693,10.125801107563603,9.629998123546692,-0.30638,-0.058631,-0.053201,-0.948611,0.987464,0.13686,-0.078636,-0.065007,0.806602,0.587509,-0.106,1.352695,2.950258,-37.72282586320158,3.6705487368949052,-11.17681220372338,-0.32453,-0.001303,-0.081801,0.942331,0.986614,-0.153322,0.05555,0.155013,0.775978,-0.611416,0.008254,1.353427,2.944817,-40.39327504431631,13.351587086162082,5.650407649547097,-0.337108,0.125872,0.086031,0.929039,0.95351,0.074988,-0.291883,-0.244717,0.757914,-0.604715
0.401,-0.122493,1.547935,2.688133,34.9458957143042,10.125930817546996,9.601725299704828,-0.30508,-0.058852,-0.053115,-0.949022,0.987431,0.136723,-0.079294,-0.064906,0.808211,0.585306,-0.106427,1.352736,2.950181,-37.70815851258881,3.486634043977209,-10.747342139278347,-0.324286,-0.001587,-0.078797,0.94267,0.987577,-0.14753,0.054097,0.149588,0.777259,-0.611139,0.008305,1.353426,2.944802,-40.43639734079986,13.285376738221155,5.800705359740728,-0.337344,0.12578,0.087089,0.928867,0.95319,0.076926,-0.292423,-0.24665,0.757229,-0.604787
0.413,-0.12247,1.548486,2.688256,34.731865297336036,10.111276751987642,9.570461605906818,-0.303292,-0.059011,-0.053098,-0.949585,0.987397,0.136638,-0.079863,-0.065048,0.810389,0.58227,-0.106906,1.352872,2.950135,-37.68179800705239,3.264220460889165,-10.346471032079824,-0.323926,-0.002261,-0.076141,0.943011,0.988395,-0.142138,0.053592,0.145068,0.778549,-0.610588,0.008342,1.353406,2.944834,-40.47389748243651,13.20471704823502,6.004142766499932,-0.337488,0.125728,0.08853,0.928686,0.95271,0.079569,-0.293279,-0.249296,0.756528,-0.60458
0.424,-0.122441,1.549078,2.688424,34.48162614243909,10.100095899793857,9.535310973541856,-0.301204,-0.059241,-0.053073,-0.950237,0.987347,0.136551,-0.080615,-0.065176,0.812919,0.578718,-0.107297,1.352893,2.950097,-37.66219336398031,3.0485309341311986,-10.02003416329674,-0.323631,-0.003098,-0.074073,0.943274,0.989007,-0.137738,0.053789,0.141748,0.779553,-0.610086,0.008432,1.35339,2.944837,-40.4847868128348,13.146989570524786,6.149448534084041,-0.337462,0.125689,0.089546,0.928603,0.952368,0.081475,-0.293866,-0.251136,0.756202,-0.604226
