Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,0.160649,1.613174,2.685765,1.3222333416956602,113.74276908666536,-1.9631257387450396,0.00804,-0.837375,0.019023,-0.546238,-0.403119,-0.034248,-0.914507,0.007317,0.999147,-0.040643,0.338054,1.120385,2.845952,-7.801410835418005,47.754892298477564,5.739951007139906,-0.041907,0.406452,0.07318,0.909772,0.658883,0.099087,-0.745691,-0.16722,0.985777,-0.016764,0.296724,1.098802,2.962139,-12.46515607985876,58.627983952749155,-5.441971016432981,-0.117661,0.481659,0.011944,0.868342,0.535725,-0.092603,-0.8393,-0.134088,0.972026,-0.192835
0.042,0.160816,1.613937,2.684991,1.0594131803970461,114.15188751121923,-1.9225002416027654,0.009057,-0.839322,0.016877,-0.543297,-0.409494,-0.033542,-0.911696,0.003134,0.999266,-0.038172,0.339139,1.122705,2.845813,-8.214365964213032,47.6679933697655,5.962090107773237,-0.044465,0.405912,0.076351,0.909631,0.658812,0.102805,-0.74525,-0.175,0.984387,-0.01891,0.299738,1.101238,2.958446,-13.029338894289848,58.8190732297843,-4.976648675504051,-0.119925,0.483127,0.018084,0.86711,0.532523,-0.084516,-0.842185,-0.14724,0.970582,-0.190502
0.102,0.161527,1.614803,2.684295,0.7040053624286245,114.42783476997981,-2.146180800047058,0.012418,-0.840597,0.015305,-0.541302,-0.413675,-0.037447,-0.909654,-0.004308,0.999223,-0.039175,0.339873,1.123456,2.848758,-8.456813779956727,47.34354732411651,6.0558977888421985,-0.046284,0.403412,0.077809,0.910529,0.662409,0.104351,-0.741839,-0.179038,0.983607,-0.021509,0.301228,1.102502,2.957577,-13.007935183876283,58.670371227934034,-4.451268598723202,-0.117576,0.482563,0.021815,0.86766,0.533315,-0.075619,-0.84253,-0.151332,0.9714,-0.182977
0.105,0.161049,1.614453,2.685326,0.6801878431035442,114.3990974238324,-2.1621654987262446,0.012644,-0.840459,0.015209,-0.541515,-0.413204,-0.037725,-0.909857,-0.004781,0.999218,-0.039259,0.339677,1.123193,2.849476,-8.435723555817686,47.24141762434904,6.059054644465221,-0.046174,0.402598,0.07772,0.910902,0.66375,0.104413,-0.740631,-0.17877,0.983655,-0.021539,0.300908,1.102389,2.957639,-12.962649507927164,58.713904410546355,-4.495755672284707,-0.117414,0.482882,0.021329,0.867516,0.532741,-0.076388,-0.842824,-0.1504,0.971518,-0.183118
0.113,0.161017,1.614362,2.68575,0.6714998979896488,114.3801315412901,-2.188951345347697,0.012879,-0.840366,0.015274,-0.541652,-0.412895,-0.038193,-0.909977,-0.0051,0.999202,-0.039624,0.339366,1.122735,2.850624,-8.396329124492508,47.10318953651044,6.070283839555524,-0.045914,0.401497,0.077618,0.91141,0.665551,0.104615,-0.738984,-0.178352,0.983735,-0.021365,0.300405,1.102216,2.958139,-12.939390506993421,58.75428714249723,-4.5753841592201665,-0.117567,0.483124,0.020668,0.867376,0.532327,-0.077745,-0.842961,-0.149452,0.971502,-0.183979
0.124,0.161213,1.614406,2.685804,0.6550960335606231,114.36431045588178,-2.221208606611248,0.013191,-0.840286,0.015308,-0.541766,-0.412631,-0.038756,-0.910073,-0.005582,0.999183,-0.04002,0.33931,1.122751,2.850837,-8.375272699649088,47.066538810113165,6.085635526695715,-0.045717,0.401208,0.077653,0.911544,0.666004,0.104885,-0.738538,-0.178253,0.98376,-0.021035,0.300127,1.102224,2.958515,-12.94332346875606,58.750455398386194,-4.612763227982438,-0.117755,0.483054,0.020398,0.867397,0.532485,-0.078378,-0.842803,-0.14915,0.971436,-0.184573
0.135,0.161408,1.614434,2.685928,0.6462725903456829,114.34410490356093,-2.2502527498809464,0.013443,-0.840187,0.015383,-0.541912,-0.412301,-0.039262,-0.910201,-0.005916,0.999165,-0.040419,0.339183,1.122596,2.851327,-8.358673242348784,47.044449150912904,6.114910626008441,-0.045497,0.401041,0.07782,0.911614,0.66622,0.105391,-0.73827,-0.178375,0.983748,-0.020533,0.299545,1.102195,2.959016,-12.952812056141175,58.68505197656826,-4.767859911102738,-0.118491,0.482391,0.019197,0.867692,0.53386,-0.081004,-0.841684,-0.147632,0.971183,-0.187107
0.147,0.161622,1.614501,2.686058,0.6487334485514391,114.34545700566086,-2.261908711630484,0.013517,-0.840192,0.015456,-0.5419,-0.412324,-0.039465,-0.910182,-0.005962,0.999157,-0.040622,0.339234,1.122642,2.851583,-8.350945408166433,47.04593118996184,6.146711960706611,-0.045323,0.401064,0.078047,0.911593,0.666112,0.105938,-0.73829,-0.178649,0.983709,-0.02003,0.299258,1.102138,2.959287,-12.949130866721319,58.63769901379183,-4.809885138238601,-0.118648,0.481992,0.018814,0.867901,0.53466,-0.081716,-0.841107,-0.147032,0.971138,-0.187812
0.158,0.161831,1.614538,2.686197,0.6459353198523344,114.31226259549062,-2.2548465951645404,0.013474,-0.840036,0.015406,-0.542145,-0.411795,-0.039342,-0.910427,-0.005933,0.999162,-0.040493,0.339157,1.122598,2.851698,-8.340496052118164,47.04893506780521,6.146299112840847,-0.045239,0.401086,0.078009,0.911591,0.66609,0.105936,-0.738311,-0.178515,0.983736,-0.019902,0.299058,1.102116,2.959519,-12.937628951655274,58.604073099249,-4.842493113840009,-0.118704,0.481713,0.018483,0.868056,0.535223,-0.082274,-0.840695,-0.146451,0.971135,-0.188277
0.169,0.161804,1.614427,2.68678,0.6471990095065162,114.26586140379311,-2.229771539457568,0.013278,-0.839819,0.015302,-0.542488,-0.411061,-0.038906,-0.910777,-0.005701,0.999179,-0.040109,0.339189,1.122698,2.851823,-8.327082573464102,47.027172548674145,6.101636616771724,-0.045303,0.400893,0.077599,0.911708,0.666527,0.105172,-0.738025,-0.177819,0.983852,-0.020389,0.298723,1.102175,2.959814,-12.92992679788262,58.582917510672786,-4.882639080762818,-0.118818,0.481517,0.018124,0.868156,0.535626,-0.082956,-0.840371,-0.145896,0.971107,-0.188851
0.180,0.162062,1.614405,2.687044,0.6644811960888606,114.19825265999108,-2.2187079098602,0.013106,-0.839501,0.015384,-0.542982,-0.409999,-0.038711,-0.911264,-0.005299,0.999183,-0.040062,0.339182,1.122665,2.851902,-8.319012779888855,47.00156971339956,6.071580970919675,-0.045361,0.400676,0.077322,0.911824,0.666961,0.104657,-0.737706,-0.177358,0.983927,-0.020761,0.298614,1.102126,2.959899,-12.939151605571784,58.58216052236492,-4.887477598167033,-0.118908,0.481499,0.018126,0.868154,0.53566,-0.083036,-0.840341,-0.14598,0.971065,-0.189006
0.191,0.162365,1.614347,2.687292,0.690870123707293,114.0828294033992,-2.205564471461642,0.012869,-0.838957,0.015528,-0.543825,-0.408179,-0.038482,-0.912091,-0.004704,0.999187,-0.040052,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.202,0.162708,1.614331,2.687601,0.7204910233682742,113.99139803224382,-2.2064107873270937,0.012722,-0.838524,0.015759,-0.544489,-0.406741,-0.038496,-0.912732,-0.004173,0.99918,-0.040282,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.213,0.163007,1.61436,2.687892,0.735160375521452,113.89943118772047,-2.1707887251911013,0.012379,-0.838091,0.015707,-0.545164,-0.405286,-0.037874,-0.913405,-0.003623,0.9992,-0.039824,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.224,0.16333,1.614459,2.688174,0.7579014517596122,113.80514307431328,-2.1184332664624264,0.011875,-0.837649,0.015634,-0.545857,-0.403799,-0.036962,-0.914101,-0.002826,0.999229,-0.039156,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.235,0.163643,1.614518,2.688446,0.7621976402263209,113.70536920151056,-2.0600030410869508,0.011414,-0.837179,0.015397,-0.546593,-0.402212,-0.035943,-0.914841,-0.002278,0.999265,-0.038258,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.246,0.163982,1.614688,2.688638,0.7565946947506285,113.59830872925237,-1.9516147005651578,0.010635,-0.836678,0.014849,-0.54739,-0.400502,-0.034052,-0.915663,-0.00154,0.999333,-0.03649,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.257,0.164245,1.614883,2.688801,0.7276643769821188,113.47502693615814,-1.8221655869073479,0.009813,-0.8361,0.01403,-0.548311,-0.398519,-0.031794,-0.916609,-0.001023,0.999414,-0.034222,0.339174,1.122666,2.851915,-8.31792922294749,46.997768894381586,6.062688029298202,-0.045386,0.400642,0.077246,0.911844,0.667039,0.104506,-0.737657,-0.177241,0.983946,-0.020874,0.298588,1.102126,2.95992,-12.943084344206119,58.58298872300778,-4.892583043495022,-0.118959,0.481497,0.018105,0.868149,0.535667,-0.083122,-0.840329,-0.145992,0.971042,-0.189114
0.269,0.164524,1.615056,2.688964,0.690348452418265,113.35441000240893,-1.736979943513462,0.009356,-0.835528,0.01336,-0.549206,-0.396571,-0.03031,-0.917504,-0.00096,0.999468,-0.032603,0.339177,1.122665,2.851909,-8.3181668559319,46.99810929127786,6.063449428241769,-0.045385,0.400645,0.077253,0.911842,0.667031,0.104519,-0.737663,-0.177251,0.983944,-0.020865,0.298592,1.102128,2.959916,-12.943291106495716,58.58306797748393,-4.8927090715474275,-0.118961,0.481497,0.018105,0.868148,0.535665,-0.083124,-0.840329,-0.145994,0.971041,-0.189117
