Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,-0.043318,1.522415,2.951894,40.89196828058695,48.82472345223863,5.019919817817377,-0.334747,-0.372962,0.106872,-0.858733,0.698955,0.066147,-0.7121,0.433246,0.753045,0.495198,0.101235,1.245403,3.193674,-40.79387741802573,48.79770973218441,6.886175606310506,-0.29357,0.405549,0.194974,0.843405,0.59503,0.09077,-0.798561,-0.566998,0.751604,-0.337054,0.230319,1.108194,2.909613,-18.43499152103052,59.43129783704424,4.925393355208546,-0.117965,0.494821,0.116165,0.853078,0.483316,0.081452,-0.871649,-0.314938,0.94518,-0.086305
0.041,-0.043927,1.522125,2.951,40.84118104075954,48.663476368772166,4.802640247995927,-0.333816,-0.372467,0.107853,-0.859187,0.699272,0.063339,-0.712044,0.434003,0.753869,0.493278,0.100114,1.245774,3.193047,-38.72819095727017,48.693224398096056,11.42042278982166,-0.261886,0.417061,0.221534,0.841664,0.553965,0.154469,-0.818084,-0.59136,0.764676,-0.256054,0.230093,1.105823,2.904859,-17.47210412481717,60.041842492596864,2.0394893716302414,-0.122685,0.496774,0.091208,0.85431,0.489793,0.033947,-0.871177,-0.277734,0.953259,-0.119003
0.095,-0.044663,1.521811,2.949425,40.88085902968698,48.57540732067707,4.537432620638348,-0.333331,-0.372517,0.109723,-0.859117,0.698383,0.059813,-0.71322,0.436873,0.753703,0.490992,0.104182,1.24244,3.190937,-35.37110015819836,50.06605356453951,10.067057873198596,-0.238823,0.425738,0.203791,0.848634,0.554433,0.142536,-0.819931,-0.54924,0.802865,-0.231824,0.228981,1.100891,2.903986,-15.377081497520907,60.30460574553047,3.6266801027914073,-0.099876,0.501196,0.094284,0.854364,0.479826,0.06099,-0.875241,-0.26122,0.962271,-0.076151
0.099,-0.044807,1.521765,2.949033,40.86960305894956,48.56307364837678,4.505838786043511,-0.333157,-0.372534,0.109885,-0.859157,0.698287,0.059408,-0.713348,0.437042,0.753863,0.490597,0.104626,1.241943,3.19053,-35.09365127846042,50.25536114238171,9.598423241122912,-0.238123,0.426296,0.199795,0.849501,0.556707,0.13643,-0.819429,-0.542474,0.806759,-0.234227,0.228798,1.100661,2.90348,-15.323567186726088,60.449027138056394,3.3887859059963192,-0.100399,0.502084,0.092406,0.853987,0.478746,0.05701,-0.876101,-0.258644,0.962762,-0.078687
0.102,-0.045011,1.521702,2.948803,40.85429870776573,48.54297253050215,4.473499713996253,-0.332958,-0.372501,0.110016,-0.859232,0.698279,0.058996,-0.71339,0.437112,0.754071,0.490213,0.10491,1.241189,3.190055,-34.784761957134805,50.417306992437595,8.964845614273928,-0.237854,0.426336,0.1944,0.850806,0.560892,0.127982,-0.817937,-0.533605,0.811268,-0.238976,0.228388,1.100444,2.902679,-15.35176364611532,60.68071380816303,2.998294609652126,-0.102139,0.503454,0.089824,0.853249,0.476932,0.050439,-0.877492,-0.256128,0.962999,-0.083856
0.113,-0.0451,1.521605,2.948512,40.855827606559785,48.493544779024965,4.417307563957247,-0.332834,-0.372291,0.110299,-0.859334,0.698468,0.058255,-0.713266,0.437389,0.754111,0.489905,0.105097,1.240638,3.189498,-34.551529591963146,50.39044249671765,8.735362266838939,-0.23698,0.425783,0.191857,0.851904,0.563799,0.125083,-0.816385,-0.528691,0.814063,-0.24039,0.22797,1.100533,2.901765,-15.57474490903038,60.88280129384846,2.4813896273303673,-0.105922,0.504396,0.08713,0.85251,0.475986,0.041706,-0.878464,-0.255412,0.962378,-0.092702
0.124,-0.045269,1.5215,2.948317,40.8422688730151,48.450763077976696,4.362223259616943,-0.332596,-0.372151,0.110541,-0.859456,0.698569,0.057541,-0.713225,0.437562,0.754321,0.489427,0.10498,1.240053,3.189187,-34.45528578395837,50.24732047430768,8.69228747625068,-0.236647,0.42468,0.190918,0.852758,0.566395,0.124614,-0.814658,-0.526612,0.815097,-0.241448,0.227515,1.100551,2.90077,-15.789938372506127,60.99897560038457,2.0343405511046195,-0.109409,0.504742,0.084853,0.852095,0.476071,0.034159,-0.878743,-0.255053,0.961659,-0.100796
0.136,-0.045378,1.521354,2.948026,40.840154490893376,48.39860128463866,4.295745127388346,-0.332415,-0.371956,0.110881,-0.859567,0.698708,0.056669,-0.713159,0.437906,0.754412,0.488979,0.105167,1.239673,3.188868,-34.25258768537797,50.20973235530347,8.548062233422453,-0.235701,0.424209,0.189087,0.853662,0.568586,0.12286,-0.813398,-0.522806,0.817382,-0.241993,0.227125,1.100348,2.900279,-15.837551120078388,60.99613043367824,2.0216660175841596,-0.109822,0.504686,0.084964,0.852064,0.476146,0.033937,-0.878711,-0.25564,0.961441,-0.101391
0.147,-0.04557,1.521197,2.947752,40.857309391335036,48.36179511578781,4.242213061423216,-0.332404,-0.371809,0.111235,-0.859589,0.69877,0.055949,-0.713156,0.438415,0.754269,0.488745,0.105641,1.239135,3.188438,-34.093632120626694,50.24179860548337,8.102464430125314,-0.236087,0.423616,0.185297,0.85468,0.572429,0.116719,-0.811604,-0.516759,0.819856,-0.246568,0.226515,1.099983,2.900523,-15.828753862906737,60.76057959774455,2.8898884180377893,-0.106117,0.503756,0.091161,0.852443,0.475839,0.048505,-0.878194,-0.262333,0.960858,-0.089072
0.158,-0.045706,1.521062,2.947459,40.88366829214914,48.32692087274698,4.1888479812536,-0.33246,-0.371662,0.111625,-0.85958,0.698814,0.055224,-0.713169,0.439027,0.754021,0.488577,0.106456,1.238912,3.187664,-34.01356348105354,50.68970487649913,6.8319664980340615,-0.239472,0.424369,0.176475,0.855231,0.577534,0.098605,-0.81039,-0.505104,0.823019,-0.259827,0.226109,1.099723,2.900434,-15.817887961697474,60.73015384725391,3.236616577876665,-0.104536,0.503853,0.093665,0.85231,0.474719,0.054323,-0.87846,-0.265005,0.960598,-0.083807
