Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,0.137784,1.486494,2.344382,15.307445233315594,115.93160384641493,-0.02838333144330442,-0.070437,-0.840197,0.113036,-0.525672,-0.437416,-0.000478,-0.899259,0.237201,0.964523,-0.115892,0.412601,0.874334,2.405357,-6.460426149839809,140.84944641974232,-50.538394635488196,-0.418633,0.842632,-0.094783,0.325167,-0.438025,-0.767149,-0.468633,-0.643867,0.631524,-0.431987,0.083211,0.694232,2.140989,25.699983279379072,120.89014513708335,34.10144051344012,0.353556,0.778654,-0.043948,0.516493,-0.216468,0.505197,-0.835415,0.595993,0.746134,0.296777
0.045,0.148,1.486426,2.361899,15.341379938289974,107.22864521959013,0.10122869947828707,-0.079887,-0.797768,0.106937,-0.588004,-0.295739,0.001704,-0.955267,0.253222,0.964365,-0.076674,0.425117,0.879573,2.474763,-7.118195199981602,129.70116275242117,-50.71472530679597,-0.410757,0.805114,-0.130873,0.40736,-0.330673,-0.768038,-0.548428,-0.554788,0.628302,-0.545387,0.13651,0.688834,2.164061,25.96418473624601,111.6066922209831,33.332306954488736,0.352104,0.735905,-0.020934,0.577952,-0.083989,0.494032,-0.865378,0.542428,0.751169,0.376187
0.102,0.156643,1.480035,2.388563,15.405468442556986,93.64631859391706,-0.0024910818954179182,-0.091697,-0.722667,0.097758,-0.678076,-0.063609,-4.2e-05,-0.997975,0.265108,0.96407,-0.016939,0.425508,0.886812,2.550827,-7.858649377582865,116.45158067540918,-51.09739428650127,-0.398336,0.749638,-0.174006,0.499092,-0.184471,-0.770906,-0.609651,-0.423526,0.6221,-0.658496,0.198541,0.688266,2.200236,24.604567702164964,98.94992634536345,33.71741238010136,0.347881,0.670598,0.029119,0.654545,0.0989,0.504696,-0.857613,0.428458,0.756262,0.494462
0.108,0.157693,1.478486,2.392437,15.42917121732721,91.4037392675267,-0.12327613934607468,-0.092988,-0.709338,0.096821,-0.691967,-0.02507,-0.002074,-0.999684,0.265915,0.963958,-0.008668,0.424119,0.888012,2.561753,-8.142638475286965,114.64219117893224,-50.92832950036744,-0.395587,0.741542,-0.177601,0.511942,-0.162853,-0.768532,-0.618739,-0.404846,0.623937,-0.668433,0.208129,0.688997,2.206354,24.087406299471855,96.93151814671283,33.699318630831456,0.344617,0.66055,0.03848,0.665907,0.124385,0.506522,-0.853208,0.404026,0.759517,0.509801
0.113,0.157652,1.477087,2.396765,15.585619334722532,89.23670874179822,-0.2288576279414607,-0.095124,-0.696086,0.096645,-0.705036,0.012249,-0.003848,-0.999918,0.268706,0.963222,-0.000415,0.421726,0.890227,2.574652,-8.671664891575158,112.53678729684276,-50.656007823611446,-0.392707,0.731593,-0.180048,0.527385,-0.135293,-0.764513,-0.630251,-0.384694,0.626728,-0.67766,0.220009,0.689863,2.214039,23.354174243733603,94.3246743181619,33.724589583524015,0.34,0.647314,0.051113,0.680274,0.156745,0.509714,-0.845945,0.370632,0.763575,0.528758
0.124,0.1581,1.476552,2.400864,15.88872441155582,87.03258342136711,-0.3121407343598681,-0.09837,-0.682223,0.097123,-0.717957,0.050277,-0.00524,-0.998722,0.273682,0.961781,0.008732,0.418118,0.892076,2.587627,-9.27999258731394,110.68827309339859,-50.46993911835162,-0.391154,0.722031,-0.181445,0.541062,-0.108503,-0.761196,-0.639381,-0.368505,0.628153,-0.685294,0.23129,0.691479,2.221772,22.43948499629266,91.90149512870804,33.7175691963968,0.333929,0.635473,0.063949,0.693236,0.18417,0.513068,-0.838357,0.335742,0.768804,0.544258
0.135,0.158717,1.477239,2.404313,16.236108747885563,84.86556155833959,-0.4539826956379609,-0.101578,-0.668371,0.098174,-0.73029,0.087284,-0.007607,-0.996154,0.279174,0.960088,0.017129,0.414639,0.894393,2.598096,-9.797601091030254,109.10487842857907,-50.56114187036356,-0.391408,0.712785,-0.183862,0.552207,-0.083734,-0.761039,-0.643279,-0.35492,0.625989,-0.694384,0.242422,0.693363,2.229814,21.492136335479103,89.46413349377217,33.69753523582237,0.327188,0.623375,0.076704,0.706022,0.21104,0.516231,-0.830041,0.299613,0.774129,0.557635
0.146,0.159139,1.477935,2.40782,16.3782596167904,82.76210955640074,-0.6271752780641268,-0.103295,-0.654898,0.098226,-0.742152,0.12292,-0.010503,-0.992361,0.281092,0.959364,0.024664,0.409991,0.896116,2.609625,-10.18610470778193,107.51585053934943,-50.954352765223675,-0.392938,0.702647,-0.188665,0.562399,-0.058614,-0.764404,-0.642068,-0.339983,0.62001,-0.707106,0.252917,0.695418,2.237674,20.641363458553986,87.13515879138087,33.719821764186555,0.32089,0.611264,0.088577,0.718011,0.23702,0.519496,-0.820942,0.265098,0.778368,0.569093
0.157,0.159587,1.478562,2.41108,16.37734231061023,80.69115962134522,-0.7726298400366947,-0.104233,-0.641513,0.097295,-0.753744,0.157989,-0.012936,-0.987356,0.280405,0.959338,0.032299,0.405312,0.897603,2.621158,-10.403394691330709,105.77496651014862,-51.41383211586006,-0.393774,0.691836,-0.195507,0.572784,-0.03372,-0.768821,-0.638574,-0.320888,0.613438,-0.721613,0.262858,0.697463,2.245623,19.983635173344453,85.0044528430618,33.89727300350827,0.316328,0.599182,0.099526,0.728706,0.262152,0.524126,-0.810289,0.234025,0.780063,0.580288
0.169,0.159834,1.479381,2.414237,16.317491389606108,78.63743082739653,-0.8822284014915971,-0.104959,-0.628047,0.095816,-0.765088,0.192752,-0.014776,-0.981136,0.278453,0.959606,0.040252,0.399975,0.898699,2.631842,-10.376088607428166,104.05409541740225,-52.1167260187786,-0.394853,0.680826,-0.205145,0.581792,-0.011218,-0.776357,-0.630194,-0.298949,0.604013,-0.738782,0.272383,0.699304,2.253337,19.426705058965396,82.9330452480113,34.172169669733734,0.312614,0.586737,0.110215,0.738827,0.287186,0.529703,-0.798085,0.203985,0.780251,0.591269
