Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,0.009761,1.664108,3.033483,53.16075101868158,144.25285332790494,16.774525853846715,0.260013,0.82201,-0.381266,0.33366,-0.642128,0.173041,-0.746812,0.681893,0.574059,-0.453296,0.05192,1.094082,2.832763,72.87848534868361,179.8634358402605,-145.66374081092567,0.768432,-0.238142,0.176242,0.567221,0.824454,-0.166056,0.541018,-0.565928,-0.243096,0.7878,0.150241,1.025874,2.870578,34.8158807451292,99.16548731395407,154.4563620504097,0.751379,-0.028569,0.552994,0.358903,0.386762,0.354011,0.851523,-0.439875,-0.740745,0.507747
0.050,0.009129,1.663704,3.031731,53.26573060494901,144.92503298085518,17.058606863838655,0.26,0.822888,-0.382759,0.329774,-0.647297,0.175454,-0.74177,0.680351,0.571791,-0.458453,0.048682,1.093884,2.831213,75.52194581898516,174.6869751243851,-140.61682412811288,0.733976,-0.292825,0.240619,0.563591,0.712713,-0.158632,0.683284,-0.701074,-0.193238,0.686407,0.144544,1.024402,2.866641,35.76744588139464,99.78623548711235,155.08812430501874,0.753425,-0.036176,0.547998,0.361581,0.396779,0.34178,0.851912,-0.450802,-0.735901,0.505199
0.122,0.007885,1.66328,3.029618,53.39922678671713,145.42551134139168,16.78804884397273,0.256612,0.824389,-0.385666,0.325261,-0.656711,0.172213,-0.734216,0.673981,0.570824,-0.468946,0.047182,1.094799,2.834042,76.69404562094239,179.14888164762615,-138.0597113371976,0.730654,-0.28497,0.227471,0.57723,0.734098,-0.153823,0.661392,-0.679035,-0.171196,0.713865,0.142745,1.027691,2.860363,34.586308768299006,102.05911763060662,157.18208765849786,0.764639,-0.036419,0.542908,0.345328,0.40785,0.319267,0.855411,-0.430658,-0.758845,0.488558
0.125,0.007688,1.663236,3.029246,53.46000983058513,145.5110600323728,16.731779398734474,0.256025,0.824512,-0.386475,0.324452,-0.658365,0.171407,-0.732923,0.672976,0.570177,-0.47117,0.046434,1.09515,2.833118,76.18758063533946,-179.53132292528767,-136.06962693885475,0.730812,-0.29203,0.227779,0.573366,0.725671,-0.165637,0.667807,-0.688039,-0.17194,0.70501,0.142861,1.028004,2.860123,34.526272797550554,102.04943804069926,157.40541980037466,0.764578,-0.037606,0.543817,0.343904,0.405699,0.316536,0.857446,-0.431548,-0.760631,0.484981
0.126,0.007449,1.663253,3.028836,53.50425178813473,145.62090701695956,16.681627893584547,0.25537,0.824755,-0.387195,0.323489,-0.660282,0.17073,-0.731354,0.671742,0.569732,-0.473464,0.044891,1.096046,2.831502,75.24366198203023,-177.19528383803782,-132.26017571010814,0.730138,-0.306757,0.229224,0.56591,0.706713,-0.18851,0.681925,-0.707391,-0.171291,0.685753,0.1431,1.028862,2.859682,34.33280741527663,101.92294415288809,157.67393279484233,0.76407,-0.038704,0.546016,0.341417,0.400737,0.313693,0.860817,-0.431984,-0.763873,0.479467
0.135,0.007068,1.663118,3.028684,53.54228646897412,145.71382264845616,16.62499817217522,0.254714,0.824989,-0.387848,0.322626,-0.662066,0.170013,-0.729907,0.670533,0.569389,-0.475586,0.043967,1.096605,2.831825,74.72192651500576,-176.34937590981195,-130.50034942164876,0.729545,-0.315038,0.230935,0.561413,0.694841,-0.200368,0.690688,-0.718968,-0.171133,0.673646,0.143491,1.030425,2.859411,33.84906967679068,101.52638835389324,157.53446896654717,0.762667,-0.036267,0.549618,0.339035,0.39321,0.31736,0.862942,-0.427998,-0.767481,0.477275
0.146,0.006821,1.663174,3.028265,53.590242235027844,145.80074105779605,16.58104926699839,0.254186,0.825137,-0.388526,0.321848,-0.663607,0.169385,-0.728653,0.669569,0.568874,-0.477556,0.043731,1.097085,2.832424,74.617354740188,-176.85289506754867,-130.9191730780654,0.730174,-0.315085,0.231775,0.560222,0.694004,-0.200443,0.691506,-0.719824,-0.173746,0.672061,0.143929,1.032081,2.858772,33.25997166084125,101.39026880364744,158.0387139266419,0.762378,-0.036743,0.553658,0.333006,0.384227,0.312719,0.868664,-0.424766,-0.775515,0.467067
0.157,0.006424,1.663096,3.028087,53.60967848071929,145.88617462341676,16.533193741084744,0.253585,0.825404,-0.388996,0.321069,-0.665219,0.168831,-0.72731,0.668409,0.568753,-0.479321,0.043266,1.097623,2.832993,74.31299177184727,-177.23436503899347,-130.84905174961,0.730644,-0.318109,0.233632,0.55712,0.688446,-0.204526,0.695853,-0.72517,-0.176849,0.665472,0.144808,1.033807,2.856847,32.5972404826258,101.97603666810308,159.16255538408834,0.765439,-0.038879,0.554789,0.32373,0.381396,0.299684,0.874487,-0.418722,-0.787375,0.452451
0.169,0.006062,1.663126,3.027813,53.60981072145345,145.99575547734818,16.5283148702348,0.253178,0.825721,-0.389253,0.320263,-0.666665,0.168782,-0.725997,0.667436,0.568766,-0.480661,0.042812,1.098602,2.831953,73.58275694207171,-178.3713893233174,-131.0339226738483,0.732269,-0.3241,0.237817,0.549714,0.676805,-0.213193,0.704616,-0.736118,-0.185548,0.650924,0.145515,1.03534,2.855584,32.06239760098886,102.33895752073066,159.70999254606286,0.767504,-0.038573,0.55532,0.317915,0.380264,0.29388,0.876946,-0.412298,-0.794885,0.445161
0.180,0.005807,1.663237,3.027406,53.61493628877279,146.0758618413782,16.474690788134694,0.252528,0.826042,-0.389618,0.319503,-0.668295,0.168229,-0.724625,0.666165,0.568855,-0.482315,0.042611,1.099511,2.831118,72.78059256642257,-179.9667866373616,-131.97688855151424,0.735403,-0.327412,0.241206,0.542037,0.669242,-0.220074,0.709706,-0.743044,-0.197996,0.639283,0.146396,1.036659,2.854555,31.731636796658204,102.56631229139937,159.5764035750224,0.768949,-0.035228,0.554297,0.316593,0.383027,0.296796,0.874759,-0.40515,-0.797056,0.447833
