Timestamp,Head_position_x,Head_position_y,Head_position_z,Head_euler_x,Head_euler_y,Head_euler_z,Head_quat_x,Head_quat_y,Head_quat_z,Head_quat_w,Head_sixD_a,Head_sixD_b,Head_sixD_c,Head_sixD_d,Head_sixD_e,Head_sixD_f,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftHand_euler_x,LeftHand_euler_y,LeftHand_euler_z,LeftHand_quat_x,LeftHand_quat_y,LeftHand_quat_z,LeftHand_quat_w,LeftHand_sixD_a,LeftHand_sixD_b,LeftHand_sixD_c,LeftHand_sixD_d,LeftHand_sixD_e,LeftHand_sixD_f,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightHand_euler_x,RightHand_euler_y,RightHand_euler_z,RightHand_quat_x,RightHand_quat_y,RightHand_quat_z,RightHand_quat_w,RightHand_sixD_a,RightHand_sixD_b,RightHand_sixD_c,RightHand_sixD_d,RightHand_sixD_e,RightHand_sixD_f
0.000,-0.062388,1.618618,2.848104,28.600254527140873,62.351952295827736,6.56156953277929,-0.239691,-0.488712,0.080208,-0.83503,0.509455,0.100327,-0.854629,0.368233,0.87223,0.321901,-0.243837,0.798279,3.052253,20.49010557381244,54.26301577705328,-39.42670963729049,-0.002364,0.475855,-0.371767,0.797086,0.270703,-0.59491,-0.756837,0.59041,0.723568,-0.357583,0.069538,0.795881,2.693958,21.9680768115172,39.56340014518671,28.389351088076108,0.255288,0.278128,0.164004,0.911359,0.791495,0.440938,-0.423213,-0.156927,0.815862,0.556546
0.045,-0.068398,1.619596,2.850451,27.920533860159807,62.81021369808383,6.551778154084981,-0.234468,-0.493102,0.078174,-0.834125,0.501479,0.10082,-0.859276,0.361646,0.877828,0.314056,-0.245515,0.792105,3.0447,21.383082653765893,55.84516757508317,-38.64203115950063,0.002446,0.488469,-0.36925,0.790599,0.250106,-0.581467,-0.774173,0.586247,0.727297,-0.356866,0.062607,0.796057,2.69487,22.152577053681778,39.724382509213434,28.693560529341962,0.257673,0.278259,0.165471,0.910382,0.790383,0.444683,-0.421369,-0.157884,0.812448,0.561249
0.105,-0.078185,1.618764,2.855289,27.538041532924513,63.40702180530319,7.048111325997853,-0.233484,-0.49701,0.07405,-0.832456,0.494995,0.1088,-0.862057,0.355375,0.880003,0.315123,-0.250296,0.7843,3.033753,23.01309444439023,58.93887062821084,-37.46494412060811,0.009654,0.51231,-0.366917,0.776413,0.20582,-0.559867,-0.802613,0.579651,0.730557,-0.36096,0.053191,0.795236,2.695913,22.302502891403662,39.72767067565748,28.62580169824843,0.258662,0.278056,0.164444,0.91035,0.791286,0.443249,-0.421186,-0.155558,0.812104,0.562395
0.108,-0.079993,1.618335,2.856309,27.699146168967975,63.42208999019162,7.149671007294981,-0.235063,-0.496664,0.074077,-0.832216,0.495674,0.110199,-0.861489,0.35679,0.878516,0.317663,-0.250993,0.783423,3.032227,23.16884905571547,59.332419008590804,-37.35571980716672,0.010024,0.515208,-0.366758,0.774563,0.200098,-0.557826,-0.805476,0.578484,0.730776,-0.362385,0.051979,0.795085,2.69591,22.369155610919314,39.735491865096655,28.636594033809594,0.25921,0.277924,0.164298,0.910261,0.791529,0.443189,-0.420792,-0.155027,0.811633,0.563222
0.114,-0.081938,1.617956,2.857462,27.888977109407236,63.43172091117432,7.288455144752084,-0.23701,-0.496153,0.073954,-0.831979,0.496726,0.112129,-0.860634,0.358243,0.876714,0.320989,-0.25259,0.78249,3.030542,23.36119283282901,59.853798240636735,-37.247327521016004,0.01025,0.519014,-0.366753,0.772018,0.192233,-0.55564,-0.808895,0.57692,0.730774,-0.364873,0.050151,0.794923,2.695941,22.508025105164126,39.74600180072558,28.71858680663031,0.260487,0.277467,0.164479,0.910003,0.791917,0.443906,-0.419303,-0.1548,0.810187,0.565362
0.125,-0.083901,1.61762,2.858736,28.10632728250978,63.42044629209436,7.443293054799749,-0.239234,-0.495408,0.073797,-0.8318,0.49825,0.114268,-0.859471,0.359806,0.874642,0.324871,-0.253772,0.781367,3.028348,23.558615849202226,60.37799341949004,-37.12769537417567,0.010556,0.522828,-0.3667,0.769461,0.184364,-0.553285,-0.812333,0.575362,0.730839,-0.367197,0.048127,0.794669,2.696086,22.684465955225093,39.72938986200631,28.86539876168039,0.262168,0.276548,0.165115,0.909685,0.792516,0.44541,-0.416568,-0.155401,0.80801,0.568305
0.137,-0.085853,1.61738,2.860093,28.37949906860092,63.36568400351755,7.583349674797012,-0.241817,-0.494283,0.07391,-0.831713,0.500443,0.116108,-0.857949,0.361997,0.872123,0.32918,-0.255407,0.78058,3.026498,23.74642083140917,60.87441150735966,-37.05316392943465,0.010675,0.526429,-0.366922,0.766895,0.176482,-0.551541,-0.815265,0.57402,0.730509,-0.369943,0.045996,0.794594,2.696272,22.869618556737148,39.69150368503282,29.0208744006798,0.263903,0.275413,0.16584,0.909395,0.79329,0.446993,-0.413387,-0.156263,0.805704,0.571334
0.148,-0.087852,1.617125,2.861587,28.63939191117562,63.27716597882353,7.744156048170974,-0.244414,-0.492882,0.073738,-0.831801,0.503261,0.118263,-0.856004,0.363605,0.869649,0.333919,-0.257075,0.779784,3.024454,23.96987832642199,61.365564416678986,-36.95595669857797,0.011173,0.530028,-0.367129,0.764305,0.168574,-0.549353,-0.81841,0.573041,0.730183,-0.372098,0.043815,0.79473,2.696372,23.069414733802628,39.63846505384926,29.17996910217609,0.265734,0.274107,0.166582,0.909122,0.794232,0.448565,-0.40986,-0.157207,0.803273,0.57449
0.159,-0.089813,1.616892,2.863119,28.904896564066643,63.14920741560535,7.910339672856835,-0.247096,-0.491165,0.073464,-0.832048,0.506721,0.120478,-0.853651,0.364981,0.867093,0.339025,-0.258744,0.779026,3.022363,24.229043855982592,61.849395506585196,-36.879997711683714,0.011853,0.533614,-0.367618,0.76156,0.160227,-0.547276,-0.821472,0.572577,0.729433,-0.374278,0.041544,0.7947,2.696703,23.251884423170864,39.580926683686805,29.320490656548106,0.267378,0.272848,0.167243,0.908896,0.795167,0.44992,-0.406547,-0.158106,0.801078,0.577302
0.170,-0.09187,1.616566,2.864967,29.146553425239883,62.927529985753004,8.073967651761981,-0.249654,-0.488803,0.072891,-0.832725,0.511517,0.122667,-0.850473,0.365459,0.86472,0.344527,-0.260317,0.778242,3.020263,24.493738543812906,62.31365760780763,-36.77998697839552,0.012745,0.537056,-0.367977,0.758948,0.152329,-0.544861,-0.824574,0.572239,0.728862,-0.375903,0.039222,0.794999,2.696926,23.434224398120566,39.52395220661825,29.446515827569755,0.268985,0.271624,0.167789,0.908688,0.796134,0.451061,-0.403378,-0.15881,0.798988,0.579998
